,Area ID,Cluster,Crime Code,Premise Code,Reporting District,Sex,Time Occurred,Victim Age,latitude,longitude
274,1.0,0.0,624.0,102.0,166.0,1.0,800.0,57.0,34.0419,-118.248729824
275,1.0,0.0,440.0,717.0,161.0,1.0,1015.0,37.0,34.0494,-118.260039686
276,1.0,0.0,442.0,403.0,153.0,1.0,1000.0,40.0,34.0481,-118.250912429
277,1.0,0.0,624.0,103.0,111.0,1.0,430.0,75.0,34.0658,-118.236824706
278,1.0,0.0,624.0,122.0,152.0,1.0,930.0,38.0,34.0509,-118.258650755
279,1.0,0.0,210.0,101.0,146.0,1.0,805.0,53.0,34.0464,-118.24495987
280,1.0,0.0,745.0,102.0,156.0,1.0,1220.0,50.0,34.0435,-118.247340893
281,1.0,0.0,440.0,501.0,156.0,1.0,1200.0,63.0,34.0449,-118.246051172
282,1.0,0.0,745.0,108.0,127.0,1.0,1015.0,50.0,34.0504,-118.241189916
283,1.0,0.0,310.0,203.0,182.0,1.0,1555.0,27.0,34.0409,-118.261031779
284,1.0,0.0,480.0,102.0,162.0,1.0,1125.0,40.0,34.048,-118.257857081
285,1.0,0.0,480.0,102.0,162.0,1.0,630.0,88.0,34.0473,-118.256765778
286,1.0,0.0,624.0,101.0,145.0,1.0,1405.0,65.0,34.0464,-118.248233777
287,1.0,0.0,480.0,502.0,157.0,1.0,500.0,57.0,34.0426,-118.241487544
288,1.0,0.0,624.0,503.0,147.0,1.0,1400.0,58.0,34.0446,-118.245257498
289,1.0,0.0,624.0,504.0,156.0,1.0,1105.0,47.0,34.0442,-118.244166195
290,1.0,0.0,930.0,502.0,154.0,1.0,600.0,26.0,34.0453,-118.250118754
291,1.0,0.0,946.0,102.0,157.0,1.0,100.0,12.0,34.0412,-118.243868567
292,1.0,0.0,230.0,502.0,153.0,1.0,900.0,43.0,34.0474,-118.249821126
293,1.0,0.0,886.0,102.0,176.0,1.0,600.0,30.0,33.9564,-118.159540649
294,1.0,0.0,624.0,102.0,152.0,1.0,200.0,46.0,34.0481,-118.254384755
